date,category_id,item_id,sales_qty,price,discount,promo_flag,price_rel,mothers_day_flag,fathers_day_flag,christmas_flag,black_friday_flag,month_sin,month_cos
2015-01-31,CAT_01,CAT_01_ITEM_001,38,119.8,0.0,0,1.89076,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_01,CAT_01_ITEM_002,97,75.97,0.0,0,1.19911,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_01,CAT_01_ITEM_003,107,37.04,0.0,0,0.58458,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_01,CAT_01_ITEM_004,37,105.06,0.0,0,1.65813,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_01,CAT_01_ITEM_005,0,89.85,0.0,0,1.41806,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_01,CAT_01_ITEM_006,38,60.52,0.0,0,0.95512,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_01,CAT_01_ITEM_007,12,94.59,0.0,0,1.49293,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_01,CAT_01_ITEM_008,109,28.94,0.0,0,0.45679,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_01,CAT_01_ITEM_009,16,88.62,0.0,0,1.39862,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_01,CAT_01_ITEM_010,93,57.81,0.0,0,0.91236,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_01,CAT_01_ITEM_011,370,21.42,0.0,0,0.33814,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_01,CAT_01_ITEM_012,765,17.06,0.0,0,0.26923,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_01,CAT_01_ITEM_013,57,44.29,0.0,0,0.69903,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_01,CAT_01_ITEM_014,232,52.92,0.0,0,0.83527,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_01,CAT_01_ITEM_015,71,32.75,0.0,0,0.51687,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_01,CAT_01_ITEM_016,324,47.54,0.1529,1,0.75037,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_01,CAT_01_ITEM_017,7,104.54,0.0,0,1.65,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_01,CAT_01_ITEM_018,8,61.75,0.0,0,0.9746,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_02,CAT_02_ITEM_001,4,93.68,0.0,0,1.37833,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_02,CAT_02_ITEM_002,64,44.63,0.0,0,0.65661,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_02,CAT_02_ITEM_003,6,87.28,0.0,0,1.28412,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_02,CAT_02_ITEM_004,3,113.19,0.0,0,1.66539,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_02,CAT_02_ITEM_005,8,89.13,0.0,0,1.31132,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_02,CAT_02_ITEM_006,40,26.67,0.0,0,0.39243,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_02,CAT_02_ITEM_007,509,22.63,0.2859,1,0.33291,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_02,CAT_02_ITEM_008,36,77.08,0.0,0,1.13408,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_02,CAT_02_ITEM_009,64,72.89,0.0,0,1.07244,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_02,CAT_02_ITEM_010,113,81.6,0.1905,1,1.20053,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_02,CAT_02_ITEM_011,39,93.76,0.0,0,1.37954,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_02,CAT_02_ITEM_012,18,107.26,0.0,0,1.5781,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_02,CAT_02_ITEM_013,1,119.28,0.0,0,1.75497,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_02,CAT_02_ITEM_014,4,45.12,0.0,0,0.66387,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_02,CAT_02_ITEM_015,117,34.23,0.0,0,0.50364,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_02,CAT_02_ITEM_016,127,18.7,0.0,0,0.2751,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_02,CAT_02_ITEM_017,749,12.21,0.0,0,0.17972,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_02,CAT_02_ITEM_018,55,86.59,0.0,0,1.27402,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_02,CAT_02_ITEM_019,11,115.63,0.0,0,1.70122,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_02,CAT_02_ITEM_020,0,26.04,0.0,0,0.38308,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_02,CAT_02_ITEM_021,93,59.71,0.0,0,0.87858,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_03,CAT_03_ITEM_001,14,12.07,0.0,0,0.20557,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_03,CAT_03_ITEM_002,268,22.76,0.0,0,0.3877,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_03,CAT_03_ITEM_003,221,70.5,0.0,0,1.20087,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_03,CAT_03_ITEM_004,191,16.03,0.0,0,0.27312,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_03,CAT_03_ITEM_005,32,83.46,0.0,0,1.42154,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_03,CAT_03_ITEM_006,139,71.07,0.0,0,1.21063,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_03,CAT_03_ITEM_007,90,36.24,0.0,0,0.61721,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_03,CAT_03_ITEM_008,84,57.33,0.0,0,0.9765,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_03,CAT_03_ITEM_009,74,70.77,0.0,0,1.20542,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_03,CAT_03_ITEM_010,25,52.71,0.0,0,0.89791,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_03,CAT_03_ITEM_011,47,101.28,0.0,0,1.72509,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_03,CAT_03_ITEM_012,6,20.36,0.0,0,0.34681,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_03,CAT_03_ITEM_013,22,75.53,0.1277,1,1.2865,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_03,CAT_03_ITEM_014,40,29.87,0.0,0,0.50884,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_03,CAT_03_ITEM_015,79,111.12,0.0,0,1.89284,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_03,CAT_03_ITEM_016,14,93.54,0.0,0,1.5933,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_03,CAT_03_ITEM_017,74,72.91,0.0,0,1.24197,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_03,CAT_03_ITEM_018,16,99.19,0.0,0,1.6895,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_03,CAT_03_ITEM_019,0,101.72,0.0,0,1.73264,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_03,CAT_03_ITEM_020,208,21.16,0.0,0,0.36035,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_03,CAT_03_ITEM_021,283,13.25,0.0,0,0.22569,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_04,CAT_04_ITEM_001,0,79.23,0.0,0,1.29901,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_04,CAT_04_ITEM_002,1,45.89,0.0,0,0.7523,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_04,CAT_04_ITEM_003,70,53.7,0.0,0,0.88034,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_04,CAT_04_ITEM_004,26,61.49,0.0,0,1.00808,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_04,CAT_04_ITEM_005,36,53.28,0.0,0,0.87355,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_04,CAT_04_ITEM_006,1,84.75,0.0,0,1.3895,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_04,CAT_04_ITEM_007,70,37.2,0.0,0,0.60992,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_04,CAT_04_ITEM_008,1,103.45,0.0,0,1.69609,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_04,CAT_04_ITEM_009,130,29.95,0.0,0,0.491,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_04,CAT_04_ITEM_010,3,38.85,0.0,0,0.63694,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_04,CAT_04_ITEM_011,2,112.97,0.0,0,1.85207,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_04,CAT_04_ITEM_012,49,21.46,0.0,0,0.35182,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_04,CAT_04_ITEM_013,2,96.96,0.0,0,1.58973,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_04,CAT_04_ITEM_014,6,93.49,0.2512,1,1.53271,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_04,CAT_04_ITEM_015,346,17.36,0.0,0,0.28455,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_04,CAT_04_ITEM_016,7,71.51,0.0,0,1.17245,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_04,CAT_04_ITEM_017,25,73.75,0.0,0,1.2091,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_04,CAT_04_ITEM_018,91,38.05,0.0,0,0.62383,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_04,CAT_04_ITEM_019,35,56.31,0.2143,1,0.92318,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_04,CAT_04_ITEM_020,41,50.25,0.0,0,0.82384,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_05,CAT_05_ITEM_001,0,95.53,0.0,0,1.46196,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_05,CAT_05_ITEM_002,180,23.9,0.0,0,0.3657,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_05,CAT_05_ITEM_003,102,37.54,0.0,0,0.57456,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_05,CAT_05_ITEM_004,42,55.55,0.0,0,0.85013,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_05,CAT_05_ITEM_005,31,80.24,0.0,0,1.228,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_05,CAT_05_ITEM_006,2,47.64,0.0,0,0.72906,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_05,CAT_05_ITEM_007,141,37.39,0.0,0,0.57223,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_05,CAT_05_ITEM_008,19,75.4,0.2916,1,1.15393,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_05,CAT_05_ITEM_009,53,62.21,0.0,0,0.95205,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_05,CAT_05_ITEM_010,7,57.99,0.0,0,0.88754,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_05,CAT_05_ITEM_011,3,114.63,0.0,0,1.75427,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_05,CAT_05_ITEM_012,145,27.9,0.0,0,0.42703,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_05,CAT_05_ITEM_013,13,37.8,0.0,0,0.57852,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_05,CAT_05_ITEM_014,22,111.12,0.0,0,1.70066,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_05,CAT_05_ITEM_015,23,62.5,0.0,0,0.95652,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_05,CAT_05_ITEM_016,178,32.68,0.0,0,0.50021,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_05,CAT_05_ITEM_017,63,91.57,0.0,0,1.40142,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_05,CAT_05_ITEM_018,20,113.42,0.0,0,1.73578,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_05,CAT_05_ITEM_019,71,46.27,0.0,0,0.70807,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_05,CAT_05_ITEM_020,1,95.55,0.0,0,1.46235,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_06,CAT_06_ITEM_001,6,113.06,0.0,0,1.95481,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_06,CAT_06_ITEM_002,131,11.41,0.0,0,0.19734,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_06,CAT_06_ITEM_003,59,17.13,0.0,0,0.29622,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_06,CAT_06_ITEM_004,91,28.15,0.0,0,0.48667,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_06,CAT_06_ITEM_005,0,111.87,0.0,0,1.93423,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_06,CAT_06_ITEM_006,3,60.56,0.0,0,1.04709,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_06,CAT_06_ITEM_007,0,63.14,0.0,0,1.09173,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_06,CAT_06_ITEM_008,130,28.6,0.0,0,0.49455,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_06,CAT_06_ITEM_009,247,14.04,0.0,0,0.24273,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_06,CAT_06_ITEM_010,26,98.27,0.0,0,1.69918,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_06,CAT_06_ITEM_011,1,85.1,0.0,0,1.47149,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_06,CAT_06_ITEM_012,73,48.33,0.0,0,0.83557,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_06,CAT_06_ITEM_013,25,74.5,0.0,0,1.28806,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_06,CAT_06_ITEM_014,1,109.52,0.0,0,1.8937,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_06,CAT_06_ITEM_015,27,48.09,0.0,0,0.83143,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_06,CAT_06_ITEM_016,88,23.99,0.0,0,0.41477,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_06,CAT_06_ITEM_017,8,85.09,0.0,0,1.4712,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_06,CAT_06_ITEM_018,21,45.99,0.0,0,0.79515,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_06,CAT_06_ITEM_019,9,107.6,0.0,0,1.86047,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_06,CAT_06_ITEM_020,5,24.39,0.0,0,0.42167,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_06,CAT_06_ITEM_021,58,42.14,0.0,0,0.72858,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_06,CAT_06_ITEM_022,18,31.43,0.0,0,0.54335,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_07,CAT_07_ITEM_001,38,116.61,0.0,0,1.62813,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_07,CAT_07_ITEM_002,66,81.02,0.0,0,1.13116,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_07,CAT_07_ITEM_003,21,53.52,0.0,0,0.74718,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_07,CAT_07_ITEM_004,60,56.43,0.0,0,0.78781,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_07,CAT_07_ITEM_005,47,56.91,0.0,0,0.79452,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_07,CAT_07_ITEM_006,386,43.3,0.0,0,0.60451,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_07,CAT_07_ITEM_007,75,79.8,0.0,0,1.1142,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_07,CAT_07_ITEM_008,63,90.49,0.1066,1,1.26342,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_07,CAT_07_ITEM_009,36,123.63,0.0,0,1.72601,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_07,CAT_07_ITEM_010,24,88.65,0.0,0,1.23762,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_07,CAT_07_ITEM_011,176,34.76,0.0,0,0.48526,0,0,0,0,0.4999999999999999,0.8660254037844386
2015-01-31,CAT_07,CAT_07_ITEM_012,168,37.04,0.0,0,0.51707,0,0,0,0,0.4999999999999999,0.8660254037844386
